Bank_Website,Bank,Company,Offer,Expire Date,Logo,CleanName
https://www.americanexpress.com/en-us/account/login/,American Express,Theartofshaving,"Earn 6% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7oegEAA,Theartofshaving
https://www.americanexpress.com/en-us/account/login/,American Express,Rover,"Spend $25 or more, earn $5 back",12/31/2024,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7dbOEAQ,Rover
https://www.americanexpress.com/en-us/account/login/,American Express,Grownalchemist,"Earn 12% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7odiEAA,Grownalchemist
https://www.americanexpress.com/en-us/account/login/,American Express,Ocean Prime,"Spend $125 or more, earn $25",12/30/2024,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7jUvEAI,OceanPrime
https://www.americanexpress.com/en-us/account/login/,American Express,Intimissimi,"Earn 6% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7ocuEAA,Intimissimi
https://www.americanexpress.com/en-us/account/login/,American Express,Heydude,"Earn 5% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7lEnEAI,Heydude
https://www.americanexpress.com/en-us/account/login/,American Express,Loveshackfancy,"Spend $250 or more, earn $50 back",01/15/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001ZWGfBEAX,Loveshackfancy
https://www.americanexpress.com/en-us/account/login/,American Express,Trafalgar,"Spend $1,000 or more, earn $200 back",05/22/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7nd2EAA,Trafalgar
https://www.americanexpress.com/en-us/account/login/,American Express,Jd Sports,"Earn 2% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7k2DEAQ,JdSports
https://www.americanexpress.com/en-us/account/login/,American Express,Harryanddavid,"Spend $75 or more, earn $15 back",12/31/2024,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7lCcEAI,Harryanddavid
https://www.americanexpress.com/en-us/account/login/,American Express,Turo,"Spend $150 or more, earn $30 back",04/03/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001kIVHoEAO,Turo
https://www.americanexpress.com/en-us/account/login/,American Express,Metmuseum,"Earn 2% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7kzdEAA,Metmuseum
https://www.americanexpress.com/en-us/account/login/,American Express,Chicago Steak,"Spend $30 or more, earn $10 back",03/04/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7pFhEAI,ChicagoSteak
https://www.americanexpress.com/en-us/account/login/,American Express,Origins,"Earn 5% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7odTEAQ,Origins
https://www.americanexpress.com/en-us/account/login/,American Express,Big Sky Resort,"Spend $250 or more, earn $50 back",03/22/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7jsaEAA,BigSkyResort
https://www.americanexpress.com/en-us/account/login/,American Express,Melin,"Spend $50 or more, earn $20 back",01/04/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7OMyEAM,Melin
https://www.americanexpress.com/en-us/account/login/,American Express,Zales,"Spend $500 or more, earn $100 back",01/27/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7owdEAA,Zales
https://www.americanexpress.com/en-us/account/login/,American Express,Eyeconic,"Earn 3% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7obrEAA,Eyeconic
https://www.americanexpress.com/en-us/account/login/,American Express,Bissell,"Earn 3% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7lExEAI,Bissell
https://www.americanexpress.com/en-us/account/login/,American Express,Kuhl,"Earn 3% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7kznEAA,Kuhl
https://www.americanexpress.com/en-us/account/login/,American Express,JBL,"Earn 10% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7lCwEAI,JBL
https://www.americanexpress.com/en-us/account/login/,American Express,Glassesusa,"Spend $100 or more, get $20 back",01/08/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001cJEGxEAO,Glassesusa
https://www.americanexpress.com/en-us/account/login/,American Express,Caesars Rewards,"Spend $200 or more, earn $40 back",Expires tomorrow,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7lFMEAY,CaesarsRewards
https://www.americanexpress.com/en-us/account/login/,American Express,Ancestrydna,"Earn 20% back on a single purchase, up to a total of $70",05/18/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7ntHEAQ,Ancestrydna
https://www.americanexpress.com/en-us/account/login/,American Express,Avocado Green Mattress,"Spend $500 or more, earn $100 back",03/31/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001cJLCXEA4,AvocadoGreenMattress
https://www.americanexpress.com/en-us/account/login/,American Express,Jenni Kayne,"Spend $250 or more, get $50 back",01/15/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001CiXnzEAF,JenniKayne
https://www.americanexpress.com/en-us/account/login/,American Express,Canon,"Earn 3% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7ocpEAA,Canon
https://www.americanexpress.com/en-us/account/login/,American Express,Omni Hotels,"Spend $750 or more, earn $150 back. Enroll by 2/20/2025.",03/20/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7NKHEA2,OmniHotels
https://www.americanexpress.com/en-us/account/login/,American Express,Eventticketscenter,"Earn 6% back on purchases, up to a total of $250",01/01/2025,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7lD6EAI,Eventticketscenter
